property_id,county,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,sale_date,rate_week_ending,mortgage_rate_30yr_fixed_pct,sale_price,price_per_sqft,hoa_fee,latitude,longitude,parking_spaces,pool,fireplace,stories,sale_year,sale_month,sale_quarter,property_age,is_new_construction,bath_bed_ratio,sqft_per_bedroom,amenity_score,has_hoa,is_single_family,avg_zip_code_sale_price,avg_city_sale_price,n_parks,kid_friendly_score,Attractions,Restaurants,Things_to_do_score,resturant_score,walk_score,transit_score,bike_score,coolness_index
AL0033257,Alameda,Oakland,94605,Single Family,3,2.0,1241,9140,1956,2024-05-23,2024-05-23,6.94,1098765,885,0,37.742183,-122.251147,2,0,0,1,2024,5,2,68,0,0.5,310.25,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033258,Alameda,Oakland,94605,Condo,2,1.5,1263,0,1975,2021-08-06,2021-08-05,2.77,453542,359,681,37.950058,-122.243796,2,0,0,1,2021,8,3,49,0,0.5,421.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033259,Alameda,Oakland,94605,Single Family,3,3.0,3216,5976,1977,2024-12-14,2024-12-12,6.6,2244022,697,0,37.942523,-122.175523,3,0,0,1,2024,12,4,47,0,0.75,804.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033260,Alameda,Oakland,94605,Condo,2,1.0,2058,0,1977,2025-01-19,2025-01-16,7.04,1192771,579,389,37.764092,-122.276215,2,0,0,1,2025,1,1,47,0,0.3333333333333333,686.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033261,Alameda,Oakland,94605,Condo,2,1.5,1909,0,1978,2024-03-01,2024-02-29,6.94,824077,431,752,37.872801,-122.350412,3,0,1,1,2024,3,1,46,0,0.5,636.3333333333334,4,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033262,Alameda,Oakland,94605,Single Family,2,4.0,2481,3558,1988,2024-10-23,2024-10-17,6.44,2059589,830,0,37.951851,-122.295875,2,0,1,1,2024,10,4,36,0,1.3333333333333333,827.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033263,Alameda,Oakland,94605,Townhouse,3,2.0,1364,1676,1972,2023-11-18,2023-11-16,7.44,804568,589,480,37.763609,-122.166011,2,0,1,1,2023,11,4,52,0,0.5,341.0,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033264,Alameda,Oakland,94605,Single Family,2,2.5,2846,3868,1975,2022-12-23,2022-12-22,6.27,1745998,613,0,37.722208,-122.211547,2,0,0,2,2022,12,4,49,0,0.8333333333333334,948.6666666666666,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033265,Alameda,Oakland,94605,Condo,4,2.5,876,0,1973,2021-07-12,2021-07-08,2.9,412330,470,765,37.890618,-122.405775,2,0,0,1,2021,7,3,51,0,0.5,175.2,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033266,Alameda,Oakland,94605,Single Family,2,3.0,1880,9499,1988,2025-05-08,2025-05-08,6.76,1551478,825,0,37.819454,-122.225173,2,0,1,2,2025,5,2,36,0,1.0,626.6666666666666,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033267,Alameda,Oakland,94605,Condo,2,2.0,720,0,1957,2025-09-14,2025-09-11,6.35,523076,726,366,37.735992,-122.415649,1,0,0,1,2025,9,3,67,0,0.6666666666666666,240.0,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033268,Alameda,Oakland,94605,Townhouse,2,2.0,1917,966,1973,2026-02-12,2026-02-12,6.09,1454106,758,569,37.748446,-122.268694,1,0,0,1,2026,2,1,51,0,0.6666666666666666,639.0,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033269,Alameda,Oakland,94605,Single Family,4,2.5,2609,4453,1986,2023-11-08,2023-11-02,7.76,1681386,644,0,37.94001,-122.23206,2,0,0,2,2023,11,4,38,0,0.5,521.8,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033270,Alameda,Oakland,94605,Single Family,4,2.0,3171,3354,1988,2022-02-23,2022-02-17,3.92,1783861,562,0,37.91831,-122.172441,2,0,0,2,2022,2,1,36,0,0.4,634.2,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033271,Alameda,Oakland,94605,Condo,1,1.5,975,0,1956,2023-10-27,2023-10-26,7.79,609110,624,768,37.855456,-122.335855,1,0,0,1,2023,10,4,68,0,0.75,487.5,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033272,Alameda,Oakland,94605,Townhouse,2,2.0,1632,2083,1970,2025-05-17,2025-05-15,6.81,1007472,617,261,37.744627,-122.161678,2,0,0,1,2025,5,2,54,0,0.6666666666666666,544.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033273,Alameda,Oakland,94605,Condo,2,2.0,1394,0,1963,2021-06-10,2021-06-10,2.96,634352,455,372,37.829783,-122.40453,2,0,0,1,2021,6,2,61,0,0.6666666666666666,464.6666666666667,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033274,Alameda,Oakland,94605,Condo,2,2.0,2009,0,1986,2024-02-06,2024-02-01,6.63,1013486,504,338,37.869566,-122.144141,1,0,0,1,2024,2,1,38,0,0.6666666666666666,669.6666666666666,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033275,Alameda,Oakland,94605,Condo,2,2.0,1431,0,2002,2024-05-22,2024-05-16,7.02,850887,594,748,37.706542,-122.321199,1,0,0,1,2024,5,2,22,0,0.6666666666666666,477.0,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033276,Alameda,Oakland,94605,Single Family,3,2.5,2127,4091,2004,2025-12-22,2025-12-18,6.21,2146163,1009,0,37.919618,-122.340951,2,0,0,2,2025,12,4,20,0,0.625,531.75,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033277,Alameda,Oakland,94605,Single Family,3,2.0,2565,9956,1986,2023-07-19,2023-07-13,6.96,2250121,877,0,37.750053,-122.33407,2,0,0,1,2023,7,3,38,0,0.5,641.25,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033278,Alameda,Oakland,94605,Condo,2,2.5,1350,0,1947,2021-09-27,2021-09-23,2.88,556451,412,775,37.699123,-122.241932,1,0,1,1,2021,9,3,77,0,0.8333333333333334,450.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033279,Alameda,Oakland,94605,Single Family,2,3.0,2071,5938,1990,2024-10-01,2024-09-26,6.08,2124239,1025,0,37.859132,-122.337484,2,0,0,3,2024,10,4,34,0,1.0,690.3333333333334,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033280,Alameda,Oakland,94605,Single Family,5,2.5,2038,3042,2015,2024-10-16,2024-10-10,6.32,1381004,677,0,37.72506,-122.163215,2,1,1,1,2024,10,4,9,0,0.4166666666666667,339.6666666666667,4,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033281,Alameda,Oakland,94605,Single Family,3,2.5,2047,7831,1959,2023-12-04,2023-11-30,7.22,1700664,830,0,37.675688,-122.419061,2,0,0,3,2023,12,4,65,0,0.625,511.75,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033282,Alameda,Oakland,94605,Single Family,3,2.5,1563,5976,1972,2025-07-18,2025-07-17,6.75,1191769,762,0,37.783318,-122.19785,1,0,0,2,2025,7,3,52,0,0.625,390.75,1,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033283,Alameda,Oakland,94605,Single Family,4,3.0,1701,3419,1941,2023-09-11,2023-09-07,7.12,1544370,907,0,37.817748,-122.262981,2,0,1,2,2023,9,3,83,0,0.6,340.2,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033284,Alameda,Oakland,94605,Single Family,4,2.5,2465,8608,1990,2025-11-10,2025-11-06,6.22,2744162,1113,0,37.804998,-122.218037,2,0,0,1,2025,11,4,34,0,0.5,493.0,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033285,Alameda,Oakland,94605,Single Family,4,2.5,2049,4033,1942,2025-01-22,2025-01-16,7.04,1964843,958,0,37.712332,-122.219025,2,0,0,2,2025,1,1,82,0,0.5,409.8,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033286,Alameda,Oakland,94605,Single Family,6,3.0,2590,7040,1976,2021-09-14,2021-09-09,2.88,1562989,603,0,37.801251,-122.218491,3,0,0,2,2021,9,3,48,0,0.4285714285714285,370.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033287,Alameda,Oakland,94605,Townhouse,3,2.0,1208,2321,1957,2023-11-13,2023-11-09,7.5,770277,637,320,37.791601,-122.354011,1,0,1,1,2023,11,4,67,0,0.5,302.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033288,Alameda,Oakland,94605,Single Family,3,3.5,3289,3887,1980,2022-08-07,2022-08-04,4.99,1907814,580,0,37.75175,-122.289055,2,0,1,2,2022,8,3,44,0,0.875,822.25,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033289,Alameda,Oakland,94605,Townhouse,2,2.0,1425,1302,1960,2022-10-29,2022-10-27,7.08,823832,578,253,37.82685,-122.162281,2,0,1,1,2022,10,4,64,0,0.6666666666666666,475.0,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033290,Alameda,Oakland,94605,Single Family,3,2.0,2342,5953,1964,2022-09-13,2022-09-08,5.89,1440035,614,0,37.938548,-122.15164,2,0,0,2,2022,9,3,60,0,0.5,585.5,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033291,Alameda,Oakland,94605,Condo,4,3.0,1770,0,1988,2025-04-04,2025-04-03,6.64,943018,532,548,37.95029,-122.152037,2,0,1,1,2025,4,2,36,0,0.6,354.0,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033292,Alameda,Oakland,94605,Single Family,4,2.0,1450,8380,1975,2025-11-09,2025-11-06,6.22,1557428,1074,0,37.830962,-122.192324,1,1,1,1,2025,11,4,49,0,0.4,290.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033293,Alameda,Oakland,94605,Single Family,3,3.0,1569,6190,2008,2023-08-25,2023-08-24,7.23,1165299,742,0,37.92774,-122.156219,2,0,0,1,2023,8,3,16,0,0.75,392.25,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033294,Alameda,Oakland,94605,Townhouse,3,2.0,1715,2003,2003,2025-12-14,2025-12-11,6.22,959166,559,299,37.84831,-122.20978,1,0,0,1,2025,12,4,21,0,0.5,428.75,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033295,Alameda,Oakland,94605,Single Family,2,3.0,2355,7023,2005,2026-01-18,2026-01-15,6.06,2401764,1019,0,37.887618,-122.319363,3,0,0,2,2026,1,1,19,0,1.0,785.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033296,Alameda,Oakland,94605,Condo,3,2.5,1710,0,1985,2025-05-14,2025-05-08,6.76,1099762,643,273,37.69264,-122.267738,1,0,0,1,2025,5,2,39,0,0.625,427.5,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033297,Alameda,Oakland,94605,Single Family,3,2.5,2514,9133,2004,2025-06-09,2025-06-05,6.85,1996763,794,0,37.754299,-122.134307,2,0,0,1,2025,6,2,20,0,0.625,628.5,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033298,Alameda,Oakland,94605,Single Family,4,2.5,2999,6024,1943,2023-07-10,2023-07-06,6.81,2560354,853,0,37.747544,-122.218701,2,0,0,2,2023,7,3,81,0,0.5,599.8,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033299,Alameda,Oakland,94605,Single Family,4,2.5,2515,7601,1961,2025-08-22,2025-08-21,6.58,2542689,1011,0,37.900326,-122.280258,2,0,2,2,2025,8,3,63,0,0.5,503.0,4,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033300,Alameda,Oakland,94605,Single Family,2,2.0,3472,8239,1958,2023-05-21,2023-05-18,6.39,3221115,927,0,37.922689,-122.139314,2,1,0,2,2023,5,2,66,0,0.6666666666666666,1157.3333333333333,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033301,Alameda,Oakland,94605,Single Family,4,3.5,1946,3232,1980,2021-05-07,2021-05-06,2.96,1373327,705,0,37.678626,-122.196304,2,0,1,1,2021,5,2,44,0,0.7,389.2,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033302,Alameda,Oakland,94605,Townhouse,3,1.5,994,1701,2020,2023-12-12,2023-12-07,7.03,511897,514,546,37.665387,-122.371568,2,0,0,1,2023,12,4,4,1,0.375,248.5,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033303,Alameda,Oakland,94605,Townhouse,2,2.0,1821,2472,1963,2024-10-07,2024-10-03,6.12,1157537,635,291,37.782358,-122.204557,2,0,0,1,2024,10,4,61,0,0.6666666666666666,607.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033304,Alameda,Oakland,94605,Condo,3,2.0,2065,0,2008,2026-02-11,2026-02-05,6.11,1469224,711,453,37.799075,-122.158207,2,0,0,1,2026,2,1,16,0,0.5,516.25,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033305,Alameda,Oakland,94605,Single Family,4,2.5,1320,3315,1977,2021-04-17,2021-04-15,3.04,894333,677,0,37.915589,-122.248642,2,0,1,2,2021,4,2,47,0,0.5,264.0,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033306,Alameda,Oakland,94605,Single Family,4,2.5,1831,9791,1985,2024-08-30,2024-08-29,6.35,1390440,759,0,37.690299,-122.413233,3,0,1,2,2024,8,3,39,0,0.5,366.2,4,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033307,Alameda,Oakland,94605,Single Family,3,3.5,2363,6786,1995,2026-02-02,2026-01-29,6.1,2554888,1081,222,37.811842,-122.151135,2,0,0,2,2026,2,1,29,0,0.875,590.75,2,1,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033308,Alameda,Oakland,94605,Townhouse,3,2.0,1317,2481,1986,2021-09-13,2021-09-09,2.88,556797,422,619,37.739362,-122.128629,1,0,1,1,2021,9,3,38,0,0.5,329.25,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033309,Alameda,Oakland,94605,Townhouse,3,1.5,1291,1854,2015,2023-11-10,2023-11-09,7.5,721652,558,591,37.693665,-122.272757,2,0,0,1,2023,11,4,9,0,0.375,322.75,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033310,Alameda,Oakland,94605,Condo,2,1.0,2003,0,1975,2023-07-01,2023-06-29,6.71,1214193,606,734,37.688037,-122.201769,3,0,0,1,2023,7,3,49,0,0.3333333333333333,667.6666666666666,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033311,Alameda,Oakland,94605,Single Family,4,3.5,2881,9166,1986,2025-10-15,2025-10-09,6.3,2764704,959,0,37.744906,-122.252641,1,0,0,2,2025,10,4,38,0,0.7,576.2,1,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033312,Alameda,Oakland,94605,Single Family,4,2.5,2941,3261,1943,2025-01-22,2025-01-16,7.04,2729624,928,0,37.674724,-122.282282,1,0,1,1,2025,1,1,81,0,0.5,588.2,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033313,Alameda,Oakland,94605,Condo,2,2.0,1878,0,1976,2024-05-30,2024-05-30,7.03,805936,429,399,37.815427,-122.187539,1,0,1,1,2024,5,2,48,0,0.6666666666666666,626.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033314,Alameda,Oakland,94605,Condo,3,2.0,1879,0,1970,2023-03-12,2023-03-09,6.73,742660,395,613,37.850427,-122.260503,2,0,1,1,2023,3,1,54,0,0.5,469.75,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033315,Alameda,Oakland,94605,Single Family,3,2.5,2586,5790,1960,2024-09-20,2024-09-19,6.09,2560761,990,0,37.698669,-122.12841,2,0,1,2,2024,9,3,64,0,0.625,646.5,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033316,Alameda,Oakland,94605,Single Family,3,3.0,2953,3367,1974,2022-10-29,2022-10-27,7.08,1825196,618,0,37.76746,-122.323324,1,0,1,1,2022,10,4,50,0,0.75,738.25,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033317,Alameda,Oakland,94605,Single Family,3,2.5,3040,5220,1964,2022-12-19,2022-12-15,6.31,2325733,765,0,37.947698,-122.287352,2,0,0,1,2022,12,4,60,0,0.625,760.0,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033318,Alameda,Oakland,94605,Single Family,3,2.5,2159,8232,1985,2023-06-03,2023-06-01,6.79,1420609,657,0,37.906551,-122.385516,3,0,0,1,2023,6,2,39,0,0.625,539.75,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033319,Alameda,Oakland,94605,Single Family,4,3.0,1228,5246,1958,2025-06-07,2025-06-05,6.85,969726,789,0,37.748973,-122.233795,2,0,1,2,2025,6,2,66,0,0.6,245.6,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033320,Alameda,Oakland,94605,Condo,1,2.0,933,0,1992,2023-10-04,2023-09-28,7.31,391020,419,610,37.687892,-122.333167,2,0,0,1,2023,10,4,32,0,1.0,466.5,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033321,Alameda,Oakland,94605,Single Family,3,2.0,1650,8915,1995,2021-05-23,2021-05-20,3.0,895208,542,0,37.784496,-122.393244,2,0,0,2,2021,5,2,29,0,0.5,412.5,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033322,Alameda,Oakland,94605,Single Family,4,2.0,3487,5273,1948,2023-01-08,2023-01-05,6.48,2470496,708,0,37.839225,-122.27319,2,1,2,2,2023,1,1,76,0,0.4,697.4,5,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033323,Alameda,Oakland,94605,Single Family,3,1.5,2224,4165,1978,2024-11-30,2024-11-27,6.81,1669680,750,0,37.821,-122.172623,2,0,0,1,2024,11,4,46,0,0.375,556.0,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033324,Alameda,Oakland,94605,Condo,2,2.0,1110,0,1960,2022-02-22,2022-02-17,3.92,415709,374,262,37.922171,-122.368135,2,0,0,1,2022,2,1,64,0,0.6666666666666666,370.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033325,Alameda,Oakland,94605,Condo,3,2.5,988,0,1980,2022-06-17,2022-06-16,5.78,452467,457,729,37.831417,-122.335056,1,0,1,1,2022,6,2,44,0,0.625,247.0,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033326,Alameda,Oakland,94605,Single Family,4,3.0,2383,6025,2003,2026-01-20,2026-01-15,6.06,2533584,1063,70,37.721325,-122.35745,1,0,0,1,2026,1,1,21,0,0.6,476.6,1,1,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033327,Alameda,Oakland,94605,Single Family,2,2.5,3379,7670,1980,2025-11-21,2025-11-20,6.26,2480355,734,0,37.767113,-122.202783,3,1,1,2,2025,11,4,44,0,0.8333333333333334,1126.3333333333333,5,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033328,Alameda,Oakland,94605,Single Family,4,2.5,2342,5675,1956,2022-04-26,2022-04-21,5.11,1546003,660,0,37.667356,-122.205483,2,0,1,1,2022,4,2,68,0,0.5,468.4,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033329,Alameda,Oakland,94605,Single Family,3,2.0,3355,8990,1972,2025-09-12,2025-09-11,6.35,2691068,802,0,37.872075,-122.295061,1,0,0,3,2025,9,3,52,0,0.5,838.75,1,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033330,Alameda,Oakland,94605,Single Family,5,4.0,2037,4823,2009,2022-12-13,2022-12-08,6.33,1502839,737,0,37.679157,-122.400573,2,0,0,2,2022,12,4,15,0,0.6666666666666666,339.5,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033331,Alameda,Oakland,94605,Townhouse,3,2.5,1962,958,1942,2022-01-03,2021-12-30,3.11,1111104,566,297,37.827722,-122.130083,2,0,0,1,2022,1,1,82,0,0.625,490.5,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033332,Alameda,Oakland,94605,Condo,2,2.0,729,0,2009,2022-03-12,2022-03-10,3.85,300126,411,471,37.902399,-122.202868,1,0,0,1,2022,3,1,15,0,0.6666666666666666,243.0,1,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033333,Alameda,Oakland,94605,Single Family,2,2.5,1610,5090,1995,2022-04-04,2022-03-31,4.67,1104585,686,0,37.75008,-122.267647,3,0,0,2,2022,4,2,29,0,0.8333333333333334,536.6666666666666,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033334,Alameda,Oakland,94605,Single Family,4,3.5,2264,3620,1979,2022-07-12,2022-07-07,5.3,1713991,757,0,37.812314,-122.368341,2,0,1,2,2022,7,3,45,0,0.7,452.8,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033335,Alameda,Oakland,94605,Townhouse,4,2.0,1033,2287,1994,2023-02-10,2023-02-09,6.12,652192,631,291,37.778936,-122.276081,3,0,0,1,2023,2,1,30,0,0.4,206.6,3,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033336,Alameda,Oakland,94605,Townhouse,3,2.5,1391,2257,2000,2024-07-23,2024-07-18,6.77,810237,582,486,37.912992,-122.271387,2,0,0,1,2024,7,3,24,0,0.625,347.75,2,1,0,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033337,Alameda,Oakland,94605,Single Family,4,3.5,2063,4871,1985,2023-12-09,2023-12-07,7.03,1602460,776,0,37.799051,-122.270676,2,0,0,2,2023,12,4,39,0,0.7,412.6,2,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
AL0033338,Alameda,Oakland,94605,Single Family,4,2.5,2924,7132,1941,2025-09-24,2025-09-18,6.26,2269356,776,0,37.695279,-122.215408,2,0,1,2,2025,9,3,83,0,0.5,584.8,3,0,1,1442688.3925501432,1425983.5787965616,76,4.3,382.0,1300.0,67.0,59.0,75.0,57.0,65.0,66.0
